pdb_code,binding_affinity,binding_free_energy,proaffinity_label
5vkl,Kd=113nM,-9.471,6.94692155652
5vko,Kd=4nM,-11.449,8.39794000867
5vmo,Kd=887nM,-8.251,6.05207638017
5vwy,Kd=1.3uM,-8.024,5.88605664769
5vx0,Kd=21uM,-6.377,4.67778070527
5vx3,Kd=0.4nM,-12.812,9.39794000867
5vxz,Kd=720fM,-16.554,12.1426675036
5vz4,Kd=8nM,-11.039,8.09691001301
5vzm,Kd=48.8uM,-5.878,4.311580178
5w3x,Kd=3.37uM,-7.46,5.47237009913
5w89,IC50=25nM,-10.364,7.60205999133
5wb7,Kd=0.76uM,-8.342,6.11918640772
5wgg,Kd=0.7uM,-8.391,6.15490195999
5wos,Kd=353nM,-8.796,6.45222529461
5wpa,Kd=0.55uM,-8.534,6.25963731051
5wrv,Kd=0.73uM,-8.366,6.13667713988
5wuj,Kd=422nM,-8.691,6.37468754904
5wy2,Kd=0.54uM,-8.545,6.26760624018
5x0w,Kd=3.7uM,-7.405,5.43179827593
5xbf,Kd=1.7uM,-7.866,5.76955107862
5xco,Kd=8.9nM,-10.975,8.05060999336
5xda,Kd=1.6uM,-7.902,5.79588001734
5xeq,Kd=0.4nM,-12.812,9.39794000867
5xiu,Kd=25uM,-6.274,4.60205999133
5xjg,Kd=4.52uM,-7.287,5.34486156519
5xln,Kd=2.48uM,-7.642,5.60554831917
5xnp,Kd=281.8nM,-8.93,6.55005901123
5xoc,Kd=8uM,-6.949,5.09691001301
5xod,Kd=28.1nM,-10.295,7.55129368009
5xqz,Kd=12.3uM,-6.694,4.91009488856
5xv8,Kd=71.4nM,-9.743,7.14630178822
5xwt,Kd=14.4uM,-6.601,4.8416375079
5y1z,Kd=4.3uM,-7.316,5.36653154442
5yi8,Kd=1.8uM,-7.832,5.7447274949
5yip,Kd=3.7nM,-11.495,8.43179827593
5yqz,IC50=8.1nM,-11.031,8.09151498112
5yr0,Kd=7.6uM,-6.979,5.11918640772
5ywr,Kd=39nM,-10.101,7.40893539297
5z2w,Kd=0.67uM,-8.417,6.1739251973
5z78,Kd=0.9uM,-8.242,6.04575749056
5zau,Kd=60nM,-9.846,7.22184874962
5zo2,Kd=1.1uM,-8.123,5.95860731484
5zqv,Kd=0.26uM,-8.977,6.58502665203
6aaf,Kd=161nM,-9.261,6.79317412397
6akm,Kd=6.9uM,-7.036,5.16115090926
6amb,Kd=17.8uM,-6.475,4.74957999769
6arq,Kd=10.2uM,-6.805,4.99139982824
6atk,Kd=0.43uM,-8.679,6.36653154442
6aw2,Kd=57nM,-9.876,7.24412514433
6azp,Kd=35.1nM,-10.163,7.45469288353
6b12,Kd=8.1nM,-11.031,8.09151498112
6ba6,Kd=162uM,-5.168,3.79048498546
6bmt,Kd=310nM,-8.873,6.50863830617
6bw9,Kd=4.39nM,-11.394,8.35753547976
6bx8,Ki=0.2uM,-9.133,6.69897000434
6bxa,Kd=40nM,-10.086,7.39794000867
6cbp,Kd=7uM,-7.028,5.15490195999
6cwg,Kd=0.102nM,-13.621,9.99139982824
6d13,Kd=9.3nM,-10.949,8.03151705145
6d4p,IC50=65nM,-9.798,7.18708664336
6dcn,Kd=1.4uM,-7.981,5.85387196432
6dgf,IC50=9.5nM,-10.937,8.02227639471
6dsl,Kd=500pM,-12.68,9.30102999566
6dwf,Ki=1.3nM,-12.114,8.88605664769
6dwh,Ki=0.2nM,-13.223,9.69897000434
6e2p,Kd=18.7uM,-6.446,4.72815839346
6e3i,Kd=3.21nM,-11.579,8.4934949676
6e3j,Kd=13.98nM,-10.708,7.85449282859
6eg0,Kd=77.7uM,-5.603,4.1095789812
6eg1,Kd=76.6uM,-5.611,4.11577123037
6ejm,Kd=0.86nM,-12.359,9.06550154876
6er6,Kd=51nM,-9.942,7.2924298239
6f0f,Kd=0.18uM,-9.195,6.7447274949
6f0g,Kd=0.055uM,-9.897,7.25963731051
6f2g,Kd=3.9nM,-11.464,8.40893539297
6f3z,Kd=405nM,-8.715,6.39254497679
6f9s,Kd=1.62uM,-7.894,5.79048498546
6fbx,Kd=343nM,-8.813,6.46470587996
6fc3,Kd=20nM,-10.496,7.69897000434
6ff3,Kd=13.6nM,-10.724,7.86646109163
6fg8,Kd=0.98uM,-8.192,6.00877392431
6fp7,Kd=3nM,-11.619,8.52287874528
6fpg,Kd=101.9nM,-9.532,6.99182581599
6fq0,Kd=160nM,-9.265,6.79588001734
6fub,Kd=29nM,-10.276,7.5376020021
6fud,Kd=73nM,-9.729,7.13667713988
6fuz,Kd=3.19uM,-7.493,5.49620931694
6fv0,Kd=1.72uM,-7.859,5.76447155309
6g04,Kd=0.7uM,-8.391,6.15490195999
6gbg,Kd=417nM,-8.698,6.37986394503
6gbh,Kd=69nM,-9.763,7.16115090926
6gd5,Kd=3.8nM,-11.479,8.42021640338
6gfi,Ki=494pM,-12.687,9.30627305108
6gho,Kd=0.8uM,-8.312,6.09691001301
6gjq,Kd=25nM,-10.364,7.60205999133
6gum,Kd=1.2uM,-8.072,5.92081875395
6gvk,Kd=2.0uM,-7.769,5.69897000434
6gvl,Kd=44uM,-5.939,4.35654732351
6h16,Kd=31.8nM,-10.221,7.49757288002
6h46,Kd=30nM,-10.256,7.52287874528
6h47,Kd=10nM,-10.906,8
6h71,Kd=43.4nM,-10.037,7.36251027049
6h9n,Kd=0.8uM,-8.312,6.09691001301
6har,Ki=61pM,-13.926,10.214670165
6her,Kd=40nM,-10.086,7.39794000867
6ht9,Ki=0.1nM,-13.633,10
6hul,Kd=0.3uM,-8.893,6.52287874528
6i07,Kd=10nM,-10.906,8
6i2m,Kd=5.31nM,-11.281,8.27490547892
6i3f,Kd=20.3nM,-10.487,7.69250396209
6ib8,Kd=94nM,-9.58,7.0268721464
6idx,Kd=3.36uM,-7.462,5.47366072261
6ihb,Kd=57nM,-9.876,7.24412514433
6im9,Kd=25nM,-10.364,7.60205999133
6imf,Kd=24nM,-10.388,7.61978875829
6in9,Kd=1.2uM,-8.072,5.92081875395
6ird,Kd=0.21uM,-9.104,6.67778070527
6ire,Kd=10.6nM,-10.872,7.97469413474
6isc,Kd=2.4uM,-7.661,5.61978875829
6iu7,Kd=0.9nM,-12.332,9.04575749056
6iua,Kd=2.0nM,-11.859,8.69897000434
6ivu,Kd=11pM,-14.94,10.9586073148
6iw8,Kd=332nM,-8.833,6.4788619163
6iwa,Kd=126nM,-9.406,6.89962945488
6iwd,Kd=18.2nM,-10.552,7.73992861201
6j4o,Kd=18nM,-10.558,7.7447274949
6j4s,Kd=0.16uM,-9.265,6.79588001734
6j56,Kd=0.67uM,-8.417,6.1739251973
6j7w,Kd=0.3nM,-12.983,9.52287874528
6j9h,Kd=42nM,-10.057,7.3767507096
6jb2,Kd=295nM,-8.903,6.53017798402
6jb8,Kd=0.129nM,-13.482,9.8894102897
6jcs,Kd=0.287uM,-8.919,6.54211810327
6jjw,Kd=8.2nM,-11.024,8.08618614762
6jwj,Kd=85.7nM,-9.634,7.06701917808
6k06,Kd=227nM,-9.058,6.64397414281
6k4k,Kd=6.51nM,-11.161,8.18641901143
6kbm,Kd=0.60uM,-8.482,6.22184874962
6kbn,Kd=1.46uM,-7.956,5.83564714422
6kbr,Kd=8.91pM,-15.065,11.050122296
6m7l,Kd=10.4uM,-6.793,4.9829666607
6m9k,Kd=12uM,-6.709,4.92081875395
6mav,Ki=33.5pM,-14.281,10.474955193
6mba,Kd=17nM,-10.592,7.76955107862
6mc9,Kd=305nM,-8.883,6.51570016065
6mkz,Kd=0.2nM,-13.223,9.69897000434
6mm6,Kd=73.5uM,-5.635,4.13371266092
6mud,Kd=1.02uM,-8.168,5.99139982824
6n85,Kd=0.24uM,-9.025,6.61978875829
6n9d,Ki=17.8pM,-14.655,10.7495799977
6ndz,Kd=0.2nM,-13.223,9.69897000434
6ne1,Kd=1.4nM,-12.07,8.85387196432
6ne2,Kd=1.3nM,-12.114,8.88605664769
6ne4,Kd=1.6nM,-11.991,8.79588001734
6o3o,Kd=1.8uM,-7.832,5.7447274949
6oan,IC50=4.88nM,-11.331,8.311580178
6obn,Kd=30.4nM,-10.248,7.51712641639
6on9,Kd=10uM,-6.816,5
6oqj,Kd=9nM,-10.969,8.04575749056
6oqk,Kd=42nM,-10.057,7.3767507096
6oqq,Kd=28nM,-10.297,7.55284196866
6osw,Kd=2uM,-7.769,5.69897000434
6ov2,Kd=3.58nM,-11.515,8.44611697336
6p7s,Kd=0.24nM,-13.115,9.61978875829
6p7y,Kd=0.56nM,-12.613,9.25181197299
6plm,Kd=89.6nM,-9.608,7.04769199034
6pnp,Kd=299.2nM,-8.894,6.52403841081
6pnq,Kd=49nM,-9.965,7.30980391997
6q69,Kd=0.17uM,-9.229,6.76955107862
6qb3,Kd=2.38uM,-7.666,5.62342304294
6r2g,Kd=0.758pM,-16.524,12.1203307944
6s29,Kd=7.75nM,-11.057,8.11069829749
6saz,Ki=0.14nM,-13.434,9.85387196432
6umt,Kd=2.6nM,-11.704,8.58502665203
